0.066233042,-4.245274544,9.890483856,4.409629345
0.070216271,-3.632032394,9.353897095,3.25979948
0.074199553,-3.057117701,8.357378006,4.064680099
0.078182574,-2.175581455,7.360858917,5.061199665
0.082165438,-1.332373023,7.13089323,5.444476128
0.086148615,-1.102407098,7.705808163,5.559459209
0.090132261,-1.140734792,8.280722618,5.597786427
0.094115438,-1.409028292,8.663998604,5.712769508
0.098099032,-2.712168694,9.08560276,6.709288597
0.102082469,-4.436913013,9.660517693,8.20406723
0.106064969,-5.663397789,9.890483856,10.50372696
0.110047834,-5.471759796,10.04379463,9.813829422
0.114030542,-4.896844864,9.660517693,7.859118462
0.118013251,-4.6668787,9.008947372,6.824271679
0.121996271,-4.436913013,8.319049835,6.287684441
0.125979188,-4.20694685,7.935774326,6.862599373
0.129962469,-4.053636551,7.74413538,8.319049835
0.13394523,-3.86199832,7.399186611,10.00546646
0.137928355,-3.5937047,6.862599373,11.04031372
0.141912105,-3.440394163,6.287684441,11.34693527
0.145895386,-3.632032394,5.636114597,11.3086071
0.149878303,-3.976981401,5.137855053,11.11697006
0.153861688,-4.20694685,4.601267815,10.73369217
0.157844761,-4.168619156,4.179663658,10.38874435
0.161827834,-3.976981401,3.949697495,10.04379463
0.165810751,-3.517049551,3.758059502,9.813829422
0.169793876,-2.942134619,3.566421032,9.583862305
0.173777053,-2.520530462,3.413110495,9.392225266
0.177760178,-2.137253761,3.183144569,9.23891449
0.181743146,-2.022270918,2.838195562,9.085603714
0.185725751,-2.40554738,2.684885025,8.970621109
0.189708251,-3.325411081,2.838195562,9.967140198
0.193690803,-3.708687782,2.953178644,10.96365929
0.197674188,-2.175581455,2.4549191,10.19710541
0.201657105,-0.489164531,1.994987011,9.967140198
0.205640074,-0.259198576,2.109970093,11.11697006
0.209622574,-1.370700717,3.604748726,12.91836929
0.21360523,-2.137253761,4.256319046,12.99502373
0.217587678,-2.40554738,3.834714413,12.26679802
0.221570282,-2.903806925,3.64307642,11.99850464
0.225552521,-3.095445156,3.64307642,11.61522865
0.229534969,-2.980462313,3.64307642,10.58038139
0.233517782,-2.788824081,3.413110495,8.395706177
0.237500074,-2.865479231,3.489765644,7.974101543
0.241482574,-2.980462313,3.413110495,8.472360611
0.24546523,-3.13377285,3.144816875,8.855636597
0.249447834,-3.172100544,2.876523256,9.200586319
0.25343023,-3.018790007,2.646557331,9.353897095
0.257412678,-2.635513306,2.531574249,9.047275543
0.261395126,-2.137253761,2.569901943,8.663999557
0.265377834,-1.677321911,2.646557331,8.242395401
0.269360438,-1.21739006,2.761540174,7.897446156
0.273342834,-0.75745815,2.761540174,7.55249691
0.27732549,-0.527492166,2.799867868,7.360858917
0.281308146,-0.795785785,2.953178644,7.207548141
0.285291063,-1.332373023,2.9915061,7.284203529
0.289274188,-1.677321911,2.91485095,7.55249691
0.293257157,-1.600666642,2.4549191,7.629152298
0.297239865,-1.370700717,2.033314705,7.437514305
0.301222938,-1.332373023,1.841676474,7.437514305
0.305205959,-1.447355986,1.918331861,7.859118462
0.309188511,-1.524011374,2.109970093,8.165739059
0.313171271,-1.179062366,1.841676474,8.549016953
0.317153824,-0.719130456,1.190106392,9.392225266
0.321136271,-0.987424076,1.266761541,12.95669746
0.325119084,-2.060598612,1.994987011,7.667479992
0.329102157,-2.40554738,2.608229637,5.36782074
0.333085021,-1.868960261,2.876523256,6.057718754
0.337067678,-1.294045329,3.144816875,6.747616291
0.341050699,-1.179062366,3.221472025,7.169220448
0.345033407,-1.294045329,3.298127413,7.897446156
0.34901648,-1.447355986,3.489765644,8.663999557
0.352999657,-1.524011374,3.796387196,9.008947372
0.356982574,-1.600666642,4.026352882,9.008947372
0.360965386,-1.638994336,4.064680576,8.702327728
0.364948042,-1.677321911,3.949697495,8.242395401
0.368930855,-1.600666642,3.64307642,7.705807686
