0.027545176,-0.949096382,-9.426654816,-2.182727575,9.722494774
0.03153778,-0.872441113,-9.618293762,-1.991089344,9.860890688
0.035530332,-0.75745815,-9.771603584,-1.761123419,9.957888087
0.039522832,-0.642475128,-9.963242531,-1.377846837,10.07856329
0.043515437,-0.489164531,-10.15488052,-0.841259718,10.20140178
0.047509551,-0.220870942,-10.4231739,0.653518915,10.44597651
0.051504134,0.584009886,-10.4231739,4.831233501,11.50323602
0.055496947,1.043941736,-10.34651852,8.127411842,13.19829849
0.059489343,1.005614042,-10.4231739,9.047275543,13.83860573
0.063481895,0.967286408,-10.72979546,8.778982162,13.89729043
0.067474603,0.890631139,-11.03641701,7.935773849,13.62248989
0.071467416,0.62233752,-11.228055,6.709288597,13.09469651
0.075459968,0.315716267,-11.34303761,5.36782074,12.5529948
0.079452937,0.085750312,-11.38136578,3.796386719,11.9981412
0.083445697,0.047422655,-11.38136578,2.454918861,11.643211
0.087436634,0.009095,-11.34303761,1.266761422,11.41355638
0.091427989,0.009095,-11.07474422,0.270242363,11.07804465
0.095421739,0.047422655,-10.84477806,-0.343000174,10.85030457
0.099414499,0.085750312,-10.57648468,-0.496310771,10.58847041
0.103406166,0.124077968,-10.26986313,-0.572966099,10.28658224
0.10739752,0.047422655,-9.92491436,-0.457983136,9.935588685
0.111389291,0.009095,-9.464982986,-0.074706554,9.465282179
0.115383562,-0.067560315,-8.966723442,0.653518915,8.99076085
0.119377051,-0.182543293,-8.430135727,1.420072079,8.550854644
0.123370124,-0.29752624,-8.00853157,2.454918861,8.381630295
0.127362832,-0.489164531,-7.548599243,3.489765644,8.330612026
0.131355489,-0.642475128,-7.088667393,4.562940121,8.454726621
0.135348509,-0.795785785,-6.667063236,5.406148434,8.620292808
0.139341478,-0.872441113,-6.398769855,5.866080284,8.724466004
0.143334551,-0.987424076,-6.24545908,5.82775259,8.599038648
0.147327572,-0.910768747,-6.207131386,5.17618227,8.133316829
0.151320801,-0.834113419,-6.168803692,4.179663658,7.497964556
0.15531403,-0.604147494,-6.24545908,2.876523018,6.902545761
0.159307416,-0.450836867,-6.360442162,1.688365698,6.59613956
0.16330002,-0.412509203,-6.475425243,0.576863647,6.514143658
0.167292676,-0.29752624,-6.51375246,-0.074706554,6.520971864
0.171285853,-0.259198576,-6.51375246,-0.496310771,6.537773275
0.17527903,-0.144215629,-6.51375246,-0.76460433,6.56006014
0.179271843,-0.182543293,-6.437097549,-0.917914987,6.50477631
0.183264864,-0.29752624,-6.398769855,-0.994570255,6.482433765
0.187258301,-0.374181569,-6.51375246,-0.956242681,6.594193129
0.191251582,-0.642475128,-6.590407848,-0.76460433,6.665648482
0.195244759,-0.987424076,-6.70539093,-0.611293793,6.805215201
0.199237624,-1.294045329,-6.858701706,-0.496310771,6.997332834
0.203230541,-1.48568368,-7.012012005,-0.30467248,7.174147592
0.207223145,-1.677321911,-7.203650475,-0.228017151,7.399863565
0.211215749,-1.792304873,-7.395288944,-0.113034189,7.610218923
0.215208457,-1.868960261,-7.586926937,-0.03637889,7.813820847
0.219201322,-2.060598612,-7.778565407,0.040276408,8.046972637
0.223194447,-2.137253761,-7.931876183,0.116931736,8.215606274
0.227187468,-2.252236843,-8.085186958,0.155259401,8.394457959
0.231180489,-2.290564537,-8.315153122,0.231914699,8.627991757
0.235173457,-2.290564537,-8.468463898,0.231914699,8.775839055
0.239166218,-2.328891993,-8.698429108,0.270242363,9.0088533
0.243159447,-2.328891993,-8.890068054,0.385225326,9.198121899
0.247153249,-2.443875074,-9.158361435,0.42355299,9.488282599
0.251147624,-2.520530462,-9.541638374,0.615191281,9.888093698
0.255140853,-2.635513306,-9.92491436,0.845157206,10.3035987
0.259134291,-2.750496387,-10.34651852,1.075123072,10.75971958
0.26312752,-2.827151537,-10.69146729,1.190106153,11.12279691
0.267120228,-2.942134619,-10.99808884,1.420072079,11.47304314
0.271113197,-2.980462313,-11.38136578,1.496727347,11.85996776
0.275106218,-3.095445156,-11.57300377,1.61171031,12.08775443
0.279098926,-3.057117701,-11.72631454,1.61171031,12.22497573
0.283092103,-3.095445156,-11.95628071,1.80334866,12.48144605
0.287085228,-3.13377285,-12.10959148,2.148297548,12.69164767
0.291078249,-3.172100544,-12.22457409,2.723212481,12.91968729
0.295071009,-3.210428238,-12.30122948,3.25979948,13.12453385
0.299064134,-3.287083626,-12.26290131,4.10300827,13.34235152
0.303056791,-3.402066469,-12.18624592,4.907888889,13.57077814
0.30705002,-3.440394163,-12.07126331,5.63611412,13.75926932
0.311042937,-3.5937047,-11.87962532,6.249356747,13.89585085
0.315036062,-3.670360088,-11.68798637,6.824271679,14.02323973
0.319028822,-3.823670626,-11.49634838,7.399186611,14.19628281
0.323021582,-4.20694685,-11.26638222,8.089084625,14.49355236
0.327014343,-4.475240707,-11.03641701,8.089084625,14.39665134
0.331006947,-4.590223789,-10.84477806,7.705807686,14.07333783
0.334999759,-4.6668787,-10.57648468,7.169220448,13.60292273
0.338992676,-4.6668787,-10.3081913,6.594305515,13.09669538
0.342985541,-4.628551483,-10.03989792,6.172701359,12.66196198
0.346978822,-4.513568401,-9.809931755,6.01939106,12.36285281
0.350971791,-4.283602238,-9.618293762,6.096045971,12.16645386
0.354964707,-3.900326014,-9.426654816,6.326012135,12.00386578
0.358957207,-3.478721857,-9.311672211,6.747616291,12.01411964
0.362949864,-3.095445156,-9.158361435,7.09256506,11.99007273
0.366942676,-2.750496387,-9.081706047,7.475841999,12.08018331
0.370935697,-2.40554738,-8.966723442,7.782463074,12.11426923
0.374928145,-2.098926067,-8.928395271,7.974101543,12.15351917
0.378920905,-1.830632567,-8.813412666,8.127411842,12.12774842
0.382913926,-1.600666642,-8.736757278,8.20406723,12.09131013
0.386906634,-1.447355986,-8.660101891,8.242395401,12.04281055
0.390899187,-1.332373023,-8.545119286,8.242395401,11.9470232
0.394892103,-1.294045329,-8.506791115,8.319049835,11.96856878
0.398885072,-1.21739006,-8.430135727,8.280722618,11.87937684
0.402877676,-1.332373023,-8.315153122,8.242395401,11.78363574
0.406870176,-1.409028292,-8.276824951,7.974101543,11.57918337
0.410862728,-1.562338948,-8.238497734,7.55249691,11.28512107
0.414855384,-1.677321911,-8.238497734,6.977582455,10.92579108
0.418848093,-1.753977299,-8.238497734,6.326012135,10.53412126
0.422840749,-1.715649605,-8.161842346,5.674441814,10.08753756
0.426833457,-1.638994336,-8.123514175,5.17618227,9.770908243
0.430826999,-1.524011374,-8.00853157,4.792905807,9.456803618
0.434820384,-1.447355986,-8.00853157,4.562940121,9.330157545
0.438813718,-1.447355986,-8.161842346,4.524612427,9.443655407
0.442806895,-1.370700717,-8.276824951,4.447957039,9.495734492
0.446800228,-1.294045329,-8.468463898,4.524612427,9.688217159
0.450793822,-1.21739006,-8.736757278,4.601267338,9.94910184
0.454786947,-1.140734792,-9.04337883,4.601267338,10.210565
0.45878002,-0.949096382,-9.426654816,4.639595032,10.54933396
0.462772728,-0.719130456,-9.809931755,4.677922726,10.89196358
0.466765749,-0.527492166,-10.15488052,4.792905807,11.24152092
0.470758978,-0.259198576,-10.46150208,4.869561195,11.54221971
0.474753197,0.085750312,-10.80645084,4.946216583,11.88493969
0.478746374,0.277388602,-10.99808884,4.984544277,12.0781035
0.482739395,0.507354558,-11.15139961,5.061199665,12.2567069
0.486732207,0.62233752,-11.26638222,5.099526882,12.38240068
0.49072502,0.660665154,-11.30471039,4.984544277,12.37249518
